DATE,YEAR,MO,DY,CITY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M
2011-09-06,2011,9,6,Delhi,4.361,27.17,91.02,1.71
2011-09-07,2011,9,7,Delhi,4.224,27.79,85.89,1.23
2011-09-08,2011,9,8,Delhi,4.5029,28.04,84.94,1.23
2011-09-09,2011,9,9,Delhi,3.1169,27.47,89.62,0.91
2011-09-10,2011,9,10,Delhi,5.4098,27.51,87.21,0.99
2011-09-11,2011,9,11,Delhi,5.3633,27.59,87.38,2.1
2011-09-12,2011,9,12,Delhi,4.6478,27.48,88.65,3.06
2011-09-13,2011,9,13,Delhi,5.0964,28.49,81.97,1.37
2011-09-14,2011,9,14,Delhi,5.0304,29.24,79.76,1.32
2011-09-15,2011,9,15,Delhi,3.2894,28.43,84.54,1.04
2011-09-16,2011,9,16,Delhi,4.1323,28.02,85.9,1.09
2011-09-17,2011,9,17,Delhi,5.7401,27.47,83.29,1.8
2011-09-18,2011,9,18,Delhi,5.6311,27.03,82.01,1.54
2011-09-19,2011,9,19,Delhi,5.3674,27.3,79.92,1.23
2011-09-20,2011,9,20,Delhi,5.7394,27.13,80.06,1.54
2011-09-21,2011,9,21,Delhi,5.7346,26.83,78.87,1.66
2011-09-22,2011,9,22,Delhi,5.815,26.51,75.55,1.63
2011-09-23,2011,9,23,Delhi,5.7528,26.15,74.03,1.74
2011-09-24,2011,9,24,Delhi,6.0638,25.77,70.18,2.09
2011-09-25,2011,9,25,Delhi,6.0098,26.57,71.11,1.84
2011-09-26,2011,9,26,Delhi,5.9554,26.29,75.27,2.28
2011-09-27,2011,9,27,Delhi,5.7677,26.57,75.24,2.24
2011-09-28,2011,9,28,Delhi,5.9551,26.28,74.96,2.19
2011-09-29,2011,9,29,Delhi,6.0204,25.9,72.53,2.49
2011-09-30,2011,9,30,Delhi,6.0175,25.61,68.16,2.19
2011-10-01,2011,10,1,Delhi,6.0197,25.5,67.33,2.56
2011-10-02,2011,10,2,Delhi,5.867,25.71,67.84,2.31
2011-10-03,2011,10,3,Delhi,5.7758,26.2,64.06,1.99
2011-10-04,2011,10,4,Delhi,5.5814,26.44,64.2,1.56
2011-10-05,2011,10,5,Delhi,5.5178,27.25,61.8,1.08
2011-10-06,2011,10,6,Delhi,5.4312,27.47,60.91,1.2
2011-10-07,2011,10,7,Delhi,5.2546,26.45,62.04,1.29
2011-10-08,2011,10,8,Delhi,5.0458,26.48,66.28,1.43
2011-10-09,2011,10,9,Delhi,4.8046,26.79,68.73,1.4
2011-10-10,2011,10,10,Delhi,5.159,27.07,60.1,1.29
2011-10-11,2011,10,11,Delhi,5.021,26.62,57.86,1.33
2011-10-12,2011,10,12,Delhi,5.071,26.64,57.88,1.72
2011-10-13,2011,10,13,Delhi,5.1708,26.48,56.59,1.74
2011-10-14,2011,10,14,Delhi,4.727,26.48,52.59,1.68
2011-10-15,2011,10,15,Delhi,5.2318,25.99,48.06,1.42
2011-10-16,2011,10,16,Delhi,5.1984,25.96,41.0,1.11
2011-10-17,2011,10,17,Delhi,5.0246,24.84,44.74,1.16
2011-10-18,2011,10,18,Delhi,4.6116,24.94,42.36,1.18
2011-10-19,2011,10,19,Delhi,4.5737,25.34,41.27,1.3
2011-10-20,2011,10,20,Delhi,4.5497,25.17,40.99,0.92
2011-10-21,2011,10,21,Delhi,3.7678,23.88,53.21,1.21
2011-10-22,2011,10,22,Delhi,3.8153,23.81,52.17,1.24
2011-10-23,2011,10,23,Delhi,4.05,25.02,47.84,1.22
2011-10-24,2011,10,24,Delhi,4.4762,25.21,49.58,1.15
2011-10-25,2011,10,25,Delhi,3.9528,24.0,49.97,0.98
2011-10-26,2011,10,26,Delhi,3.9307,23.24,46.98,1.22
2011-10-27,2011,10,27,Delhi,4.2965,21.91,44.88,1.85
2011-10-28,2011,10,28,Delhi,4.4566,22.04,39.79,1.45
2011-10-29,2011,10,29,Delhi,3.9701,21.92,43.97,1.29
2011-10-30,2011,10,30,Delhi,3.63,22.59,41.12,1.21
2011-10-31,2011,10,31,Delhi,3.222,22.6,41.21,1.08
2011-11-01,2011,11,1,Delhi,3.8071,22.87,39.71,1.16
2011-11-02,2011,11,2,Delhi,4.3135,23.32,38.52,1.37
2011-11-03,2011,11,3,Delhi,3.9718,23.84,42.53,0.9
2011-11-04,2011,11,4,Delhi,3.8093,22.69,54.04,1.02
2011-11-05,2011,11,5,Delhi,3.6826,22.55,58.31,1.55
2011-11-06,2011,11,6,Delhi,3.8078,22.41,52.4,1.83
2011-11-07,2011,11,7,Delhi,4.0013,21.79,43.95,1.3
2011-11-08,2011,11,8,Delhi,3.8268,20.86,47.16,1.28
2011-11-09,2011,11,9,Delhi,3.7097,21.72,49.51,1.58
2011-11-10,2011,11,10,Delhi,3.7078,22.79,56.96,1.62
2011-11-11,2011,11,11,Delhi,3.7152,23.14,61.68,1.98
2011-11-12,2011,11,12,Delhi,4.3294,22.98,51.43,1.8
2011-11-13,2011,11,13,Delhi,4.3037,22.28,42.17,1.16
2011-11-14,2011,11,14,Delhi,3.9449,21.78,42.39,1.11
2011-11-15,2011,11,15,Delhi,3.685,21.55,42.83,1.34
2011-11-16,2011,11,16,Delhi,4.0894,21.39,47.74,2.04
2011-11-17,2011,11,17,Delhi,4.0013,21.33,44.94,1.83
2011-11-18,2011,11,18,Delhi,4.0418,22.23,39.78,1.32
2011-11-19,2011,11,19,Delhi,3.4243,21.86,45.75,0.95
2011-11-20,2011,11,20,Delhi,2.8994,20.37,57.79,1.39
2011-11-21,2011,11,21,Delhi,2.9515,20.21,56.95,1.12
2011-11-22,2011,11,22,Delhi,2.8642,20.47,52.87,1.09
2011-11-23,2011,11,23,Delhi,2.7545,19.88,58.07,1.19
2011-11-24,2011,11,24,Delhi,3.2102,19.51,63.41,1.05
2011-11-25,2011,11,25,Delhi,3.1807,20.3,58.3,0.9
2011-11-26,2011,11,26,Delhi,3.1368,19.82,54.3,0.83
2011-11-27,2011,11,27,Delhi,2.8195,18.59,58.14,0.96
2011-11-28,2011,11,28,Delhi,3.1318,18.07,52.49,1.49
2011-11-29,2011,11,29,Delhi,3.3936,17.25,48.51,1.98
2011-11-30,2011,11,30,Delhi,3.9826,18.37,39.97,1.73
2011-12-01,2011,12,1,Delhi,3.5678,17.73,40.99,1.05
2011-12-02,2011,12,2,Delhi,3.1457,18.26,46.37,0.99
2011-12-03,2011,12,3,Delhi,3.319,19.71,35.83,1.6
2011-12-04,2011,12,4,Delhi,3.613,19.53,35.93,1.32
2011-12-05,2011,12,5,Delhi,3.6552,19.29,43.51,1.13
2011-12-06,2011,12,6,Delhi,3.2854,18.17,54.84,2.28
2011-12-07,2011,12,7,Delhi,3.0374,18.82,60.6,2.2
2011-12-08,2011,12,8,Delhi,3.2414,19.54,60.54,1.94
2011-12-09,2011,12,9,Delhi,2.9203,18.73,52.73,1.45
2011-12-10,2011,12,10,Delhi,2.9239,16.12,57.0,2.3
2011-12-11,2011,12,11,Delhi,3.6281,15.88,36.71,1.61
2011-12-12,2011,12,12,Delhi,3.2542,16.71,30.26,0.97
2011-12-13,2011,12,13,Delhi,3.4164,15.76,31.48,1.4
2011-12-14,2011,12,14,Delhi,3.5215,14.34,30.47,1.7
2011-12-15,2011,12,15,Delhi,3.6002,14.14,28.99,1.48
2011-12-16,2011,12,16,Delhi,3.4493,14.46,26.96,1.2
2011-12-17,2011,12,17,Delhi,3.4109,14.89,25.78,1.31
2011-12-18,2011,12,18,Delhi,2.6244,14.1,29.05,0.95
2011-12-19,2011,12,19,Delhi,2.2416,13.58,31.15,1.1
2011-12-20,2011,12,20,Delhi,2.7775,12.3,39.54,1.93
2011-12-21,2011,12,21,Delhi,2.5505,13.91,41.6,0.94
2011-12-22,2011,12,22,Delhi,3.0221,13.4,42.1,1.27
2011-12-23,2011,12,23,Delhi,3.1637,10.69,37.84,1.84
2011-12-24,2011,12,24,Delhi,3.4282,10.92,30.45,1.6
2011-12-25,2011,12,25,Delhi,3.4807,12.03,27.42,1.23
2011-12-26,2011,12,26,Delhi,3.2378,12.97,26.76,0.81
2011-12-27,2011,12,27,Delhi,2.6698,13.41,32.61,0.72
2011-12-28,2011,12,28,Delhi,2.9758,14.06,47.32,1.05
2011-12-29,2011,12,29,Delhi,2.8726,13.41,54.43,1.17
2011-12-30,2011,12,30,Delhi,2.8351,14.29,46.18,0.94
2011-12-31,2011,12,31,Delhi,2.5766,15.02,53.01,0.89
2012-01-01,2012,1,1,Delhi,0.977,14.87,67.08,0.86
2012-01-02,2012,1,2,Delhi,1.8638,13.64,39.41,1.25
2012-01-03,2012,1,3,Delhi,2.2555,14.08,33.65,1.19
2012-01-04,2012,1,4,Delhi,2.4065,14.72,37.09,1.02
2012-01-05,2012,1,5,Delhi,1.6368,13.58,56.19,1.03
2012-01-06,2012,1,6,Delhi,1.5516,13.47,71.88,2.09
2012-01-07,2012,1,7,Delhi,1.3586,13.58,61.58,1.49
2012-01-08,2012,1,8,Delhi,1.6025,12.26,50.33,1.32
2012-01-09,2012,1,9,Delhi,2.8037,10.48,48.18,1.58
2012-01-10,2012,1,10,Delhi,3.378,9.66,38.78,1.4
2012-01-11,2012,1,11,Delhi,3.4778,9.67,43.34,1.66
2012-01-12,2012,1,12,Delhi,3.8556,10.74,38.98,2.19
2012-01-13,2012,1,13,Delhi,3.9943,11.55,39.92,1.97
2012-01-14,2012,1,14,Delhi,3.8698,13.72,39.29,1.73
2012-01-15,2012,1,15,Delhi,3.1094,16.75,42.5,1.7
2012-01-16,2012,1,16,Delhi,2.4708,13.96,76.08,1.04
2012-01-17,2012,1,17,Delhi,1.837,12.95,66.41,0.77
2012-01-18,2012,1,18,Delhi,2.292,12.72,57.56,1.06
2012-01-19,2012,1,19,Delhi,2.6078,12.12,50.23,1.08
2012-01-20,2012,1,20,Delhi,2.6969,10.4,50.93,1.79
2012-01-21,2012,1,21,Delhi,3.989,10.12,48.18,2.05
2012-01-22,2012,1,22,Delhi,3.1644,12.31,33.31,1.01
2012-01-23,2012,1,23,Delhi,4.0106,12.66,37.57,1.6
2012-01-24,2012,1,24,Delhi,4.2562,11.94,45.98,1.87
2012-01-25,2012,1,25,Delhi,3.9149,13.14,43.1,1.68
2012-01-26,2012,1,26,Delhi,3.3024,13.36,37.97,1.9
2012-01-27,2012,1,27,Delhi,4.1402,12.82,38.57,1.64
2012-01-28,2012,1,28,Delhi,3.9098,12.25,38.53,1.26
2012-01-29,2012,1,29,Delhi,4.2031,11.96,36.11,1.63
2012-01-30,2012,1,30,Delhi,4.379,12.6,33.94,1.46
2012-01-31,2012,1,31,Delhi,4.4532,12.59,28.58,1.48
2012-02-01,2012,2,1,Delhi,4.4508,12.72,36.37,2.01
2012-02-02,2012,2,2,Delhi,4.2283,15.23,33.16,1.76
2012-02-03,2012,2,3,Delhi,3.9163,15.32,31.3,1.12
2012-02-04,2012,2,4,Delhi,2.7619,15.97,33.34,1.81
2012-02-05,2012,2,5,Delhi,4.0942,15.24,39.52,1.57
2012-02-06,2012,2,6,Delhi,3.9226,14.32,46.56,1.99
2012-02-07,2012,2,7,Delhi,3.3914,13.2,33.99,1.75
2012-02-08,2012,2,8,Delhi,4.8106,10.46,26.29,2.98
2012-02-09,2012,2,9,Delhi,5.1211,9.58,26.45,2.13
2012-02-10,2012,2,10,Delhi,5.0431,11.57,26.56,2.14
2012-02-11,2012,2,11,Delhi,3.9101,12.97,26.87,1.25
2012-02-12,2012,2,12,Delhi,4.3867,14.09,35.1,2.05
2012-02-13,2012,2,13,Delhi,4.3411,15.73,39.31,1.89
2012-02-14,2012,2,14,Delhi,3.2304,15.32,39.53,1.25
2012-02-15,2012,2,15,Delhi,3.966,14.72,33.73,1.9
2012-02-16,2012,2,16,Delhi,4.285,13.65,26.49,1.86
2012-02-17,2012,2,17,Delhi,4.0051,13.31,25.5,1.26
2012-02-18,2012,2,18,Delhi,4.9649,15.69,22.54,1.97
2012-02-19,2012,2,19,Delhi,4.9183,17.31,29.45,2.13
2012-02-20,2012,2,20,Delhi,4.9169,19.24,36.81,1.64
2012-02-21,2012,2,21,Delhi,4.9954,20.54,36.6,1.64
2012-02-22,2012,2,22,Delhi,5.2226,21.22,34.17,1.37
2012-02-23,2012,2,23,Delhi,4.9478,19.98,37.13,1.71
2012-02-24,2012,2,24,Delhi,4.6378,17.3,21.44,2.02
2012-02-25,2012,2,25,Delhi,5.2366,17.18,17.55,1.96
2012-02-26,2012,2,26,Delhi,5.7919,17.3,15.18,2.26
2012-02-27,2012,2,27,Delhi,5.3119,18.24,16.33,2.44
2012-02-28,2012,2,28,Delhi,5.3366,18.64,17.41,2.3
2012-02-29,2012,2,29,Delhi,5.7938,19.34,25.38,1.59
2012-03-01,2012,3,1,Delhi,5.6146,20.4,20.57,1.2
2012-03-02,2012,3,2,Delhi,5.6496,19.7,21.36,1.86
2012-03-03,2012,3,3,Delhi,5.5236,20.83,22.14,2.0
2012-03-04,2012,3,4,Delhi,5.0242,23.96,27.44,1.61
2012-03-05,2012,3,5,Delhi,5.4859,24.29,32.86,2.42
2012-03-06,2012,3,6,Delhi,4.8005,22.56,33.93,1.89
2012-03-07,2012,3,7,Delhi,5.7307,20.2,21.64,1.84
2012-03-08,2012,3,8,Delhi,5.8001,17.54,9.3,1.91
2012-03-09,2012,3,9,Delhi,5.9654,16.82,16.01,1.54
2012-03-10,2012,3,10,Delhi,5.9294,18.2,14.33,1.44
2012-03-11,2012,3,11,Delhi,6.1025,19.28,17.02,1.08
2012-03-12,2012,3,12,Delhi,5.6503,20.69,18.19,2.4
2012-03-13,2012,3,13,Delhi,5.6729,19.2,33.93,1.71
2012-03-14,2012,3,14,Delhi,5.7197,19.35,22.49,2.13
2012-03-15,2012,3,15,Delhi,6.0924,20.69,23.32,2.61
2012-03-16,2012,3,16,Delhi,5.6182,23.05,20.61,1.95
2012-03-17,2012,3,17,Delhi,5.9796,25.4,22.39,1.18
2012-03-18,2012,3,18,Delhi,5.8505,27.18,20.5,1.02
2012-03-19,2012,3,19,Delhi,6.0686,28.42,20.03,1.56
2012-03-20,2012,3,20,Delhi,5.6429,25.64,14.27,2.91
2012-03-21,2012,3,21,Delhi,5.8675,21.04,7.2,3.06
2012-03-22,2012,3,22,Delhi,6.3617,21.49,9.36,3.11
2012-03-23,2012,3,23,Delhi,6.3259,23.37,9.21,2.46
2012-03-24,2012,3,24,Delhi,6.3094,25.04,9.97,2.24
2012-03-25,2012,3,25,Delhi,5.6498,26.6,11.21,1.72
2012-03-26,2012,3,26,Delhi,5.4864,27.6,12.61,1.41
2012-03-27,2012,3,27,Delhi,5.0738,25.91,21.08,1.66
2012-03-28,2012,3,28,Delhi,5.9762,26.77,21.68,2.3
2012-03-29,2012,3,29,Delhi,6.8158,26.52,22.06,3.8
2012-03-30,2012,3,30,Delhi,6.8585,27.87,22.66,2.33
2012-03-31,2012,3,31,Delhi,6.8098,29.28,14.22,1.39
2012-04-01,2012,4,1,Delhi,6.0691,28.27,16.68,1.98
2012-04-02,2012,4,2,Delhi,6.0847,30.65,17.73,1.51
2012-04-03,2012,4,3,Delhi,5.959,31.71,18.55,1.59
2012-04-04,2012,4,4,Delhi,6.3396,30.94,20.62,2.34
2012-04-05,2012,4,5,Delhi,6.7082,31.54,18.86,1.41
2012-04-06,2012,4,6,Delhi,6.5674,30.96,17.54,1.44
2012-04-07,2012,4,7,Delhi,6.661,30.16,15.02,1.16
2012-04-08,2012,4,8,Delhi,6.7622,30.42,16.44,2.08
2012-04-09,2012,4,9,Delhi,6.6137,31.85,16.27,1.77
2012-04-10,2012,4,10,Delhi,6.6074,31.75,22.11,1.99
2012-04-11,2012,4,11,Delhi,4.0738,30.52,32.68,1.53
2012-04-12,2012,4,12,Delhi,6.9286,29.34,35.67,1.34
2012-04-13,2012,4,13,Delhi,4.0733,28.57,35.18,2.76
2012-04-14,2012,4,14,Delhi,2.9297,25.31,49.71,2.28
2012-04-15,2012,4,15,Delhi,6.577,25.45,48.4,1.44
2012-04-16,2012,4,16,Delhi,6.7855,28.35,33.02,1.33
2012-04-17,2012,4,17,Delhi,7.0267,27.54,43.78,2.0
2012-04-18,2012,4,18,Delhi,5.2498,28.57,43.24,1.8
2012-04-19,2012,4,19,Delhi,6.7822,30.11,32.18,2.16
2012-04-20,2012,4,20,Delhi,5.4931,29.59,35.71,3.97
2012-04-21,2012,4,21,Delhi,7.061,28.54,38.09,2.58
2012-04-22,2012,4,22,Delhi,6.4812,29.19,28.24,2.1
2012-04-23,2012,4,23,Delhi,7.194,29.42,30.87,2.04
2012-04-24,2012,4,24,Delhi,6.389,30.36,27.51,2.06
2012-04-25,2012,4,25,Delhi,7.1105,30.6,28.15,2.13
2012-04-26,2012,4,26,Delhi,4.5905,31.05,27.1,1.68
2012-04-27,2012,4,27,Delhi,7.0658,29.85,29.15,2.54
2012-04-28,2012,4,28,Delhi,6.5323,30.64,25.24,2.5
2012-04-29,2012,4,29,Delhi,7.0896,29.58,18.67,1.96
2012-04-30,2012,4,30,Delhi,6.9386,30.46,23.25,1.14
2012-05-01,2012,5,1,Delhi,7.7892,30.1,20.14,2.5
2012-05-02,2012,5,2,Delhi,7.722,29.79,21.89,2.48
2012-05-03,2012,5,3,Delhi,7.5936,30.83,19.43,2.2
2012-05-04,2012,5,4,Delhi,6.7512,32.25,17.49,1.42
2012-05-05,2012,5,5,Delhi,6.9314,32.65,16.2,1.58
2012-05-06,2012,5,6,Delhi,7.2936,33.13,17.65,1.98
2012-05-07,2012,5,7,Delhi,6.6473,34.34,19.02,2.4
2012-05-08,2012,5,8,Delhi,6.6756,35.71,19.96,3.09
2012-05-09,2012,5,9,Delhi,7.1042,35.93,20.81,2.38
2012-05-10,2012,5,10,Delhi,6.3334,36.44,21.27,2.7
2012-05-11,2012,5,11,Delhi,6.2412,34.77,30.96,2.53
2012-05-12,2012,5,12,Delhi,6.3912,34.92,23.87,1.89
2012-05-13,2012,5,13,Delhi,7.4959,34.17,27.78,2.5
2012-05-14,2012,5,14,Delhi,4.4491,33.14,28.35,4.44
2012-05-15,2012,5,15,Delhi,7.513,34.1,22.0,3.39
2012-05-16,2012,5,16,Delhi,7.4738,35.49,18.53,3.62
2012-05-17,2012,5,17,Delhi,6.0684,34.94,22.52,4.38
2012-05-18,2012,5,18,Delhi,6.6917,33.58,27.15,4.29
2012-05-19,2012,5,19,Delhi,7.2322,34.49,22.81,3.26
2012-05-20,2012,5,20,Delhi,7.391,35.22,18.11,2.78
2012-05-21,2012,5,21,Delhi,7.021,35.62,16.94,1.78
2012-05-22,2012,5,22,Delhi,6.9218,36.11,16.68,2.55
2012-05-23,2012,5,23,Delhi,7.5701,35.12,13.69,3.01
2012-05-24,2012,5,24,Delhi,7.9992,35.62,12.34,4.02
2012-05-25,2012,5,25,Delhi,7.5986,36.69,13.81,2.58
2012-05-26,2012,5,26,Delhi,7.1851,36.78,18.47,4.3
2012-05-27,2012,5,27,Delhi,7.3711,35.77,17.19,3.49
2012-05-28,2012,5,28,Delhi,7.5943,35.74,13.99,2.92
2012-05-29,2012,5,29,Delhi,7.6253,37.32,11.98,3.4
2012-05-30,2012,5,30,Delhi,7.8766,37.75,12.4,4.4
2012-05-31,2012,5,31,Delhi,7.183,39.32,14.88,4.36
2012-06-01,2012,6,1,Delhi,6.6542,39.61,16.87,4.54
2012-06-02,2012,6,2,Delhi,6.4944,38.92,18.87,4.77
2012-06-03,2012,6,3,Delhi,6.1392,38.09,18.96,4.29
2012-06-04,2012,6,4,Delhi,6.7613,37.5,20.09,3.12
2012-06-05,2012,6,5,Delhi,5.9818,37.26,20.66,2.07
2012-06-06,2012,6,6,Delhi,7.0039,34.52,34.61,1.63
2012-06-07,2012,6,7,Delhi,4.6229,35.02,30.35,1.94
2012-06-08,2012,6,8,Delhi,6.4558,35.25,27.11,2.9
2012-06-09,2012,6,9,Delhi,6.948,35.82,26.42,3.49
2012-06-10,2012,6,10,Delhi,6.9593,36.92,21.99,4.53
2012-06-11,2012,6,11,Delhi,6.9209,36.68,20.87,3.31
2012-06-12,2012,6,12,Delhi,6.851,37.14,18.64,2.4
2012-06-13,2012,6,13,Delhi,6.805,37.74,20.25,3.21
2012-06-14,2012,6,14,Delhi,6.7697,38.85,17.79,4.01
2012-06-15,2012,6,15,Delhi,7.0339,39.02,19.9,3.9
2012-06-16,2012,6,16,Delhi,7.02,39.59,22.0,5.3
2012-06-17,2012,6,17,Delhi,7.0116,39.77,25.96,5.02
2012-06-18,2012,6,18,Delhi,4.1966,38.93,27.95,3.58
2012-06-19,2012,6,19,Delhi,6.9643,38.17,23.74,3.34
2012-06-20,2012,6,20,Delhi,7.3015,38.72,20.58,4.47
2012-06-21,2012,6,21,Delhi,7.0937,39.35,20.9,4.9
2012-06-22,2012,6,22,Delhi,6.6041,39.51,23.98,4.62
2012-06-23,2012,6,23,Delhi,6.7618,38.55,24.98,4.33
2012-06-24,2012,6,24,Delhi,6.0617,39.08,25.81,4.9
2012-06-25,2012,6,25,Delhi,6.5066,39.04,25.74,4.46
2012-06-26,2012,6,26,Delhi,6.2772,38.06,27.0,5.18
2012-06-27,2012,6,27,Delhi,5.5877,37.6,27.31,2.88
2012-06-28,2012,6,28,Delhi,6.0847,38.0,26.04,3.79
2012-06-29,2012,6,29,Delhi,6.3684,38.25,25.78,3.61
2012-06-30,2012,6,30,Delhi,7.0346,38.6,24.51,4.16
2012-07-01,2012,7,1,Delhi,6.9785,39.04,21.98,3.23
2012-07-02,2012,7,2,Delhi,6.4589,40.16,22.18,2.79
2012-07-03,2012,7,3,Delhi,4.9627,40.05,29.56,2.71
2012-07-04,2012,7,4,Delhi,5.5709,35.78,42.64,4.15
2012-07-05,2012,7,5,Delhi,5.658,37.76,38.53,2.43
2012-07-06,2012,7,6,Delhi,4.4179,33.46,58.79,2.26
2012-07-07,2012,7,7,Delhi,2.8582,30.39,69.11,2.47
2012-07-08,2012,7,8,Delhi,5.0491,32.61,57.8,2.08
2012-07-09,2012,7,9,Delhi,4.3778,32.2,63.34,2.5
2012-07-10,2012,7,10,Delhi,5.7348,32.21,61.8,2.81
2012-07-11,2012,7,11,Delhi,5.3501,30.32,73.39,3.3
2012-07-12,2012,7,12,Delhi,3.948,32.81,59.92,1.81
2012-07-13,2012,7,13,Delhi,4.3855,32.92,59.97,2.49
2012-07-14,2012,7,14,Delhi,4.4215,32.41,57.75,2.88
2012-07-15,2012,7,15,Delhi,6.2594,33.51,49.98,2.46
2012-07-16,2012,7,16,Delhi,6.4195,34.16,47.9,2.51
2012-07-17,2012,7,17,Delhi,6.5736,35.23,43.31,2.98
2012-07-18,2012,7,18,Delhi,6.7666,36.14,38.4,4.02
2012-07-19,2012,7,19,Delhi,6.8006,36.37,37.88,4.43
2012-07-20,2012,7,20,Delhi,5.5498,35.43,45.61,1.92
2012-07-21,2012,7,21,Delhi,5.2354,34.32,51.05,1.42
2012-07-22,2012,7,22,Delhi,5.7869,35.46,47.11,1.03
2012-07-23,2012,7,23,Delhi,4.5922,36.43,43.16,1.75
2012-07-24,2012,7,24,Delhi,5.5075,36.14,40.33,2.72
2012-07-25,2012,7,25,Delhi,3.6276,34.85,46.43,2.31
2012-07-26,2012,7,26,Delhi,3.4478,31.48,60.04,2.15
2012-07-27,2012,7,27,Delhi,4.4191,32.18,58.11,1.31
2012-07-28,2012,7,28,Delhi,4.0956,31.05,61.59,1.26
2012-07-29,2012,7,29,Delhi,2.4468,31.97,59.72,2.22
2012-07-30,2012,7,30,Delhi,2.7677,31.16,63.42,2.04
2012-07-31,2012,7,31,Delhi,1.4395,32.25,55.48,1.23
2012-08-01,2012,8,1,Delhi,2.3234,32.26,53.81,2.37
2012-08-02,2012,8,2,Delhi,4.3584,33.41,46.52,3.17
2012-08-03,2012,8,3,Delhi,5.7094,33.62,46.51,3.35
2012-08-04,2012,8,4,Delhi,4.5854,32.37,54.84,2.44
2012-08-05,2012,8,5,Delhi,4.8482,32.98,54.01,1.01
2012-08-06,2012,8,6,Delhi,4.6858,32.63,53.94,1.66
2012-08-07,2012,8,7,Delhi,2.8836,31.9,56.47,1.0
2012-08-08,2012,8,8,Delhi,4.1825,30.38,70.72,0.92
2012-08-09,2012,8,9,Delhi,2.6345,31.05,64.66,1.53
2012-08-10,2012,8,10,Delhi,5.1516,29.86,68.79,0.76
2012-08-11,2012,8,11,Delhi,3.9506,30.36,68.59,1.23
2012-08-12,2012,8,12,Delhi,6.2822,30.74,66.79,2.39
2012-08-13,2012,8,13,Delhi,4.5019,29.82,74.13,2.71
2012-08-14,2012,8,14,Delhi,4.4647,29.4,76.73,2.47
2012-08-15,2012,8,15,Delhi,5.0258,29.89,72.22,2.66
2012-08-16,2012,8,16,Delhi,5.1216,29.96,70.12,2.32
2012-08-17,2012,8,17,Delhi,5.6878,31.48,62.68,1.93
2012-08-18,2012,8,18,Delhi,5.4502,32.17,59.53,2.3
2012-08-19,2012,8,19,Delhi,3.6216,30.79,65.76,1.33
2012-08-20,2012,8,20,Delhi,3.5148,30.2,73.19,0.64
2012-08-21,2012,8,21,Delhi,2.0626,27.98,84.39,0.76
2012-08-22,2012,8,22,Delhi,3.5386,27.59,83.98,1.53
2012-08-23,2012,8,23,Delhi,3.6266,28.31,80.6,0.88
2012-08-24,2012,8,24,Delhi,3.1694,27.84,84.23,2.32
2012-08-25,2012,8,25,Delhi,2.172,27.95,83.08,1.69
2012-08-26,2012,8,26,Delhi,4.0951,27.13,86.82,1.57
2012-08-27,2012,8,27,Delhi,4.8377,27.56,85.95,1.3
2012-08-28,2012,8,28,Delhi,4.3723,28.13,85.15,1.07
2012-08-29,2012,8,29,Delhi,2.8375,28.29,85.54,1.07
2012-08-30,2012,8,30,Delhi,2.736,27.97,87.17,1.03
2012-08-31,2012,8,31,Delhi,5.6875,28.7,80.93,0.97
2012-09-01,2012,9,1,Delhi,5.4773,29.01,80.2,0.92
2012-09-02,2012,9,2,Delhi,3.4553,28.85,81.69,1.28
2012-09-03,2012,9,3,Delhi,4.9685,27.87,85.52,1.41
2012-09-04,2012,9,4,Delhi,4.7239,26.89,89.84,1.53
2012-09-05,2012,9,5,Delhi,6.1615,27.25,85.82,2.56
2012-09-06,2012,9,6,Delhi,5.3657,27.28,86.1,3.11
2012-09-07,2012,9,7,Delhi,4.0114,27.26,86.72,3.54
2012-09-08,2012,9,8,Delhi,4.6615,27.45,86.58,2.25
2012-09-09,2012,9,9,Delhi,5.4665,28.7,78.14,0.76
2012-09-10,2012,9,10,Delhi,5.327,28.87,79.01,0.94
2012-09-11,2012,9,11,Delhi,4.715,28.57,81.62,0.91
2012-09-12,2012,9,12,Delhi,4.4302,28.68,80.36,0.81
2012-09-13,2012,9,13,Delhi,4.1364,28.75,78.09,2.27
2012-09-14,2012,9,14,Delhi,3.7056,28.49,79.98,2.87
2012-09-15,2012,9,15,Delhi,4.1184,28.1,81.05,2.52
2012-09-16,2012,9,16,Delhi,4.6394,27.78,80.29,2.26
2012-09-17,2012,9,17,Delhi,3.9115,27.72,79.12,1.17
2012-09-18,2012,9,18,Delhi,3.5174,26.85,80.53,1.69
2012-09-19,2012,9,19,Delhi,5.1542,27.28,76.79,1.36
2012-09-20,2012,9,20,Delhi,5.5032,25.95,69.72,1.78
2012-09-21,2012,9,21,Delhi,6.1639,25.42,62.23,2.09
2012-09-22,2012,9,22,Delhi,6.0086,26.07,68.49,2.13
2012-09-23,2012,9,23,Delhi,6.0797,25.3,63.44,2.48
2012-09-24,2012,9,24,Delhi,6.1073,25.14,66.45,2.93
2012-09-25,2012,9,25,Delhi,6.0888,24.92,62.5,2.57
2012-09-26,2012,9,26,Delhi,5.9506,25.03,65.21,2.39
2012-09-27,2012,9,27,Delhi,5.7127,26.02,60.06,1.98
